"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that Admin is able to authenticate.","0","userAuthResponseValidation","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","skipped","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","skipped","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","skipped","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","0","prepareData","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Thu Apr 16 06:03:03 UTC 2026","broken","Thu Apr 16 06:03:03 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Thu Apr 16 06:03:03 UTC 2026","broken","Thu Apr 16 06:03:03 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"","0","afterMethodCleanUp","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","broken","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","broken","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","afterMethodCleanUp"
"","2","globalInitSuite","Test Smoke suites","Thu Apr 16 06:03:03 UTC 2026","broken","Thu Apr 16 06:03:03 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","prepareData","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"","0","afterMethodCleanUp","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"Create new valid booking with api.","1","createNewBookingResponseValidation","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","skipped","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"Check that Admin is not able to authenticate with wrong password.","1","userFailedPasswordAuthResponseValidation","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","skipped","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","3","prepareData","Test Smoke suites","Thu Apr 16 06:03:03 UTC 2026","broken","Thu Apr 16 06:03:03 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","broken","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","0","globalCleanupSuite","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","broken","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","broken","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"Partially update booking with valid date api.","0","partialUpdateBookingResponseValidation","Test Smoke suites","Thu Apr 16 06:03:05 UTC 2026","skipped","Thu Apr 16 06:03:05 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"","0","setUpClass","Test Smoke suites","Thu Apr 16 06:03:04 UTC 2026","broken","Thu Apr 16 06:03:04 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
