"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","skipped","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","1","afterMethodCleanUp","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","0","setUpClass","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","8","prepareData","Test Smoke suites","Wed Mar 11 05:13:38 UTC 2026","broken","Wed Mar 11 05:13:38 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"Create new valid booking with api.","0","createNewBookingResponseValidation","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","skipped","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"Partially update booking with valid date api.","0","partialUpdateBookingResponseValidation","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","skipped","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Wed Mar 11 05:13:38 UTC 2026","broken","Wed Mar 11 05:13:38 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","afterMethodCleanUp","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","broken","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Wed Mar 11 05:13:39 UTC 2026","skipped","Wed Mar 11 05:13:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","0","globalCleanupSuite","Test Smoke suites","Wed Mar 11 05:13:40 UTC 2026","broken","Wed Mar 11 05:13:40 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
