"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","setUpClass","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","broken","Sun May 24 07:22:07 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","broken","Sun May 24 07:22:07 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","2","globalInitSuite","Test Smoke suites","Sun May 24 07:22:06 UTC 2026","broken","Sun May 24 07:22:06 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","globalCleanupSuite","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","broken","Sun May 24 07:22:09 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
"Partially update booking with valid date api.","1","partialUpdateBookingResponseValidation","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","skipped","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"Update booking with valid date api.","1","fullUpdateBookingResponseValidation","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","skipped","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"Create new valid booking with api.","0","createNewBookingResponseValidation","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","skipped","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","0","prepareData","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","broken","Sun May 24 07:22:07 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"","0","prepareData","Test Smoke suites","Sun May 24 07:22:06 UTC 2026","broken","Sun May 24 07:22:06 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun May 24 07:22:08 UTC 2026","broken","Sun May 24 07:22:08 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","0","afterMethodCleanUp","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","broken","Sun May 24 07:22:07 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","skipped","Sun May 24 07:22:07 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","0","prepareData","Test Smoke suites","Sun May 24 07:22:08 UTC 2026","broken","Sun May 24 07:22:08 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","broken","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","broken","Sun May 24 07:22:07 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"Search booking by id api.","1","searchBookingResponseValidation","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","skipped","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"Check that Admin is able to authenticate.","3","userAuthResponseValidation","Test Smoke suites","Sun May 24 07:22:07 UTC 2026","skipped","Sun May 24 07:22:07 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Sun May 24 07:22:09 UTC 2026","broken","Sun May 24 07:22:09 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","Sun May 24 07:22:08 UTC 2026","broken","Sun May 24 07:22:08 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
