"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","prepareData","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","broken","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","skipped","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","1","prepareData","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","broken","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","1","afterMethodCleanUp","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","broken","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"","6","springTestContextPrepareTestInstance","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Sun Mar 01 05:18:39 UTC 2026","broken","Sun Mar 01 05:18:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"Partially update booking with valid date api.","0","partialUpdateBookingResponseValidation","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","skipped","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","partialUpdateBookingResponseValidation"
"","1","prepareData","Test Smoke suites","Sun Mar 01 05:18:39 UTC 2026","broken","Sun Mar 01 05:18:39 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","2","globalInitSuite","Test Smoke suites","Sun Mar 01 05:18:39 UTC 2026","broken","Sun Mar 01 05:18:39 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","afterMethodCleanUp","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun Mar 01 05:18:39 UTC 2026","broken","Sun Mar 01 05:18:39 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","skipped","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","1","setUpClass","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","broken","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","broken","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"Create new valid booking with api.","1","createNewBookingResponseValidation","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","skipped","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","Sun Mar 01 05:18:40 UTC 2026","skipped","Sun Mar 01 05:18:40 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Sun Mar 01 05:18:41 UTC 2026","broken","Sun Mar 01 05:18:41 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
