"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","prepareData","Test Smoke suites","Mon Mar 23 05:41:00 UTC 2026","broken","Mon Mar 23 05:41:00 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","prepareData","Test Smoke suites","Mon Mar 23 05:41:03 UTC 2026","broken","Mon Mar 23 05:41:03 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","broken","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","skipped","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","0","setUpClass","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","broken","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","broken","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"Check that Admin is able to authenticate.","3","userAuthResponseValidation","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","skipped","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","broken","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","afterMethodCleanUp"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","Mon Mar 23 05:41:02 UTC 2026","skipped","Mon Mar 23 05:41:02 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
"","1","prepareData","Test Smoke suites","Mon Mar 23 05:41:01 UTC 2026","broken","Mon Mar 23 05:41:01 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
