"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","globalCleanupSuite","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","broken","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
"","0","setUpClass","Test Smoke suites","Sat Mar 28 05:22:25 UTC 2026","broken","Sat Mar 28 05:22:25 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","prepareData","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","broken","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"Update booking with valid date api.","1","fullUpdateBookingResponseValidation","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","skipped","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","broken","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","2","globalInitSuite","Test Smoke suites","Sat Mar 28 05:22:24 UTC 2026","broken","Sat Mar 28 05:22:24 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","afterMethodCleanUp","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","broken","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","0","prepareData","Test Smoke suites","Sat Mar 28 05:22:25 UTC 2026","broken","Sat Mar 28 05:22:25 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","prepareData"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","skipped","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","1","prepareData","Test Smoke suites","Sat Mar 28 05:22:26 UTC 2026","broken","Sat Mar 28 05:22:26 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
