"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","skipped","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","0","afterMethodCleanUp","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"","0","setUpClass","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Fri May 22 07:47:15 UTC 2026","broken","Fri May 22 07:47:15 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Fri May 22 07:47:15 UTC 2026","broken","Fri May 22 07:47:15 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Fri May 22 07:47:14 UTC 2026","broken","Fri May 22 07:47:14 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","broken","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","3","globalInitSuite","Test Smoke suites","Fri May 22 07:47:14 UTC 2026","broken","Fri May 22 07:47:14 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","Fri May 22 07:47:16 UTC 2026","skipped","Fri May 22 07:47:16 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
