"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","globalCleanupSuite","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","broken","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalCleanupSuite"
"Update booking with valid date api.","0","fullUpdateBookingResponseValidation","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","skipped","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","fullUpdateBookingResponseValidation"
"","1","prepareData","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","broken","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","prepareData"
"","2","globalInitSuite","Test Smoke suites","Mon Mar 16 05:50:09 UTC 2026","broken","Mon Mar 16 05:50:09 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","globalInitSuite"
"","0","afterMethodCleanUp","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","broken","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","broken","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","broken","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","springTestContextPrepareTestInstance"
"Check that Admin is able to authenticate.","0","userAuthResponseValidation","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","skipped","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userAuthResponseValidation"
"Search booking by id api.","1","searchBookingResponseValidation","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","skipped","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","1","springTestContextPrepareTestInstance","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","broken","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","broken","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","broken","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","prepareData"
"","0","prepareData","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","broken","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"Create new valid booking with api.","0","createNewBookingResponseValidation","Test Smoke suites","Mon Mar 16 05:50:11 UTC 2026","skipped","Mon Mar 16 05:50:11 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","0","prepareData","Test Smoke suites","Mon Mar 16 05:50:09 UTC 2026","broken","Mon Mar 16 05:50:09 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","Mon Mar 16 05:50:10 UTC 2026","broken","Mon Mar 16 05:50:10 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
