"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create new valid booking with api.","1","createNewBookingResponseValidation","Test Smoke suites","Sun Apr 05 05:45:48 UTC 2026","skipped","Sun Apr 05 05:45:48 UTC 2026","com.project.qa.api.suites.CreateBookingTests","API tests suit","com.project.qa.api.suites.CreateBookingTests","createNewBookingResponseValidation"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","broken","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","springTestContextPrepareTestInstance"
"","0","setUpClass","Test Smoke suites","Sun Apr 05 05:45:48 UTC 2026","broken","Sun Apr 05 05:45:48 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","setUpClass"
"","0","afterMethodCleanUp","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","broken","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.UpdateBookingTests","API tests suit","com.project.qa.api.suites.UpdateBookingTests","afterMethodCleanUp"
"","0","afterMethodCleanUp","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","broken","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","afterMethodCleanUp"
"Search booking by id api.","0","searchBookingResponseValidation","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","skipped","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.GetBookingTests","API tests suit","com.project.qa.api.suites.GetBookingTests","searchBookingResponseValidation"
"","0","springTestContextPrepareTestInstance","Test Smoke suites","Sun Apr 05 05:45:48 UTC 2026","broken","Sun Apr 05 05:45:48 UTC 2026","com.project.qa.ui.suites.CreateStudentSuite","Students suit","com.project.qa.ui.suites.CreateStudentSuite","springTestContextPrepareTestInstance"
"","0","prepareData","Test Smoke suites","Sun Apr 05 05:45:48 UTC 2026","broken","Sun Apr 05 05:45:48 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","prepareData"
"","0","afterMethodCleanUp","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","broken","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","afterMethodCleanUp"
"Check that Admin is not able to authenticate with wrong password.","0","userFailedPasswordAuthResponseValidation","Test Smoke suites","Sun Apr 05 05:45:49 UTC 2026","skipped","Sun Apr 05 05:45:49 UTC 2026","com.project.qa.api.suites.AuthenticationTests","API tests suit","com.project.qa.api.suites.AuthenticationTests","userFailedPasswordAuthResponseValidation"
